Warna R,Warna G,Warna B,Warna H,Warna S,Warna V,Kondisi
160.0587930484694,95.31156329719389,33.362663424744895,14.59177694515306,202.0610251913265,160.0587930484694,1.0
159.66928411989795,99.80552455357144,39.84950972576531,14.889429209183673,191.8096301020408,159.66928411989795,1.0
186.9744100765306,136.85720264668367,79.29123485331633,15.986527423469388,147.98531170280611,186.9744100765306,1.0
119.78439891581633,90.51090162627553,102.64496970663264,164.4513711734694,59.59586256377551,119.8793646364796,1.0
157.37348533163265,107.86601163903062,55.96000079719388,15.39092394770408,163.3331074617347,157.37348533163265,1.0
158.90529336734693,109.65178571428572,55.58027742346939,15.722237723214286,165.0279615752551,158.90529336734693,1.0
45.760861766581634,34.00424505739796,22.549585459183675,15.6162109375,128.6390306122449,45.82928093112245,1.0
149.99360251913265,107.09000318877553,71.5439453125,13.846161511479592,133.896484375,149.99360251913265,1.0
89.39333545918367,60.97969148596939,39.14417251275511,13.586336096938776,141.79711415816325,89.39333545918367,1.0
114.26118064413264,76.40680803571429,48.875856983418366,12.641183035714286,139.67807318239795,114.26118064413264,1.0
70.01195790816327,44.59091996173469,29.342215401785715,11.248046875,142.0040656887755,70.01195790816327,1.0
88.21613919005102,111.00277024872447,35.93813775510204,39.143913424744895,174.02971540178572,111.01805644132654,1.0
113.45184948979592,112.11499521683672,48.921894929846935,29.49838568239796,146.56696428571428,113.52030851403062,1.0
68.34448740433673,88.26612324617346,32.08872767857143,40.62932477678572,164.1351243622449,88.26612324617346,1.0
124.4287707270408,116.8536152742347,94.42570153061224,24.3968431122449,63.23955676020408,124.65531329719389,1.0
64.95671237244898,56.00839046556123,26.483936543367346,23.00183354591837,152.4109733737245,64.9629902742347,1.0
60.398457429846935,63.922971141581634,29.229671556122447,33.20332429846939,149.22560586734693,64.14570711096938,1.0
10.634546396683673,64.96163504464286,10.151426977040815,59.62994260204081,217.3071787308673,64.96163504464286,1.0
64.02220184948979,56.94612962372449,31.551698022959183,23.380919164540817,133.78848453443877,64.02513153698979,1.0
32.10064572704081,38.98662707270408,28.972257653061224,51.178591358418366,66.93295599489795,38.98662707270408,1.0
31.20796795280612,38.29701450892857,29.42119738520408,54.13739636479592,58.96747448979592,38.29701450892857,1.0
34.33978396045919,38.627909757653065,30.92908960459184,48.983677455357146,49.99541613520408,38.63821348852041,1.0
50.35401387117347,50.32967952806123,24.74718989158164,30.089405293367346,131.0954041772959,50.722676179846935,1.0
36.80951052295919,42.16123246173469,33.98100685586735,52.23517219387755,48.974888392857146,42.16978236607143,1.0
82.54609773596938,78.2696308992347,30.635343590561224,27.700713488520407,161.11551339285714,82.55875318877551,1.0
62.12105389030612,59.345284598214285,26.10746173469388,27.835140306122447,148.66454081632654,62.18207908163265,1.0
9.377511160714286,89.8774115114796,12.91762994260204,61.23383689413265,228.3855628188776,89.8774115114796,1.0
26.3903659119898,108.03413982780611,25.29203204719388,59.600944674744895,196.0331034757653,108.03413982780611,1.0
13.264110331632653,122.23852040816328,35.57192681760204,66.16926419005102,227.4144212372449,122.23852040816328,1.0
64.90666852678571,27.356863839285715,17.649653220663264,6.331931600765306,185.3905851403061,64.90666852678571,1.0
65.6860650510204,28.37043606505102,16.11228475765306,7.412866709183674,191.6705795599489,65.6860650510204,1.0
109.98234215561224,51.94453523596939,21.72849569515306,10.231963488520408,204.51990991709184,109.98234215561224,1.0
-0.654326891003589,-0.1482497165278306,0.1425191402200384,-0.1876976420746265,-0.5210980983927822,-0.4128644985316866,2.0
-0.5522704929767417,-0.1039660877670649,0.1318110087669717,-0.217047986803369,-0.4341043860050145,-0.3387411025039056,2.0
-0.1460325073430894,0.9037735759244754,0.5131091319320288,0.0351311308388943,-0.1672215791865961,0.5502569275585233,1.0
-0.1121844515574571,0.9092629404901034,0.5168493570929011,0.0216925797579586,-0.1460219699372852,0.5588204392358042,2.0
-0.0757051903579064,0.9339844164781648,0.5156749550347275,-0.0711915061856065,-0.1379864703970154,0.5643483663236938,2.0
-0.35133821884190625,0.46573832289519673,0.03015267575900639,0.383915692071864,-0.06180048461674244,0.17243147449337173,2.0
